StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q6,Q5,Q16,Q18,Q17,Q20,Q19,Q21,Q22,Q24,Q23,Q26,Q25,Q27,Q29,Q30,Q28,Q9,Q10,Q11,Q12,Q13_1
2021-11-18 16:31:48,2021-11-18 16:32:40,IP Address,65.112.8.19,100,52,True,2021-11-18 16:32:41,R_3qHH1jtRMl4IUvt,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Sometimes,Some of the time,No,,,,Somewhat less likely,Somewhat less likely,Somewhat more likely,,,,,,,,,,,,,Single,Other,Male,Moderate,7.9
2021-11-18 16:31:37,2021-11-18 16:33:17,IP Address,65.112.8.29,100,99,True,2021-11-18 16:33:17,R_cJfUqEDCJDTIWFH,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Rarely,Some of the time,No,,,,,,,,,,,,,,,,Somewhat more likely,Somewhat less likely,Somewhat more likely,Other,White,Male,Somewhat Conservative,7
2021-11-18 17:08:40,2021-11-18 17:09:37,IP Address,65.112.8.139,100,57,True,2021-11-18 17:09:37,R_1QaXIP05dhDMhPh,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Sometimes,Hardly at all,Yes,,,,,,,Somewhat more likely,Somewhat less likely,Unchanged,,,,,,,,,,Single,White,Female,Somewhat Liberal,7
2021-11-18 17:16:15,2021-11-18 17:17:14,IP Address,65.112.8.50,100,59,True,2021-11-18 17:17:14,R_6msuAtdG67uRpOp,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,,,,,,,,,,,,,Somewhat more likely,Much less likely,Somewhat less likely,Single,Asian/Pacific Islander,Male,Somewhat Liberal,5
2021-11-18 17:19:15,2021-11-18 17:20:14,IP Address,65.112.8.29,100,59,True,2021-11-18 17:20:15,R_2D2El9zclDGFDyP,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,No,Much less likely,Somewhat more likely,Somewhat more likely,,,,,,,,,,,,,,,,Single,White,Female,Moderate,
2021-11-18 17:26:18,2021-11-18 17:27:20,IP Address,172.58.220.196,100,62,True,2021-11-18 17:27:20,R_1F8QBK7h28Syh9P,,,,,42.356201171875,-71.06310272216796875,anonymous,EN,0.89999997615814208984375,Rarely,Most of the time,No,,,,,,,,,,Somewhat less likely,Somewhat more likely,Somewhat less likely,,,,,,,In an exclusive relationship,White,Male,Moderate,
2021-11-11 17:29:08,2021-11-11 17:29:28,IP Address,65.112.8.23,69,19,False,2021-11-18 17:29:31,R_28IJmpWxofK56q7,,,,,,,anonymous,EN,0.89999997615814208984375,Sometimes,Most of the time,Yes,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11 17:35:13,2021-11-11 17:35:51,IP Address,65.112.8.17,81,38,False,2021-11-18 17:35:54,R_3D1GJyV0VtPDNqQ,,,,,,,anonymous,EN,0.699999988079071044921875,Rarely,Only now and then,No,,,,,,,Unchanged,Somewhat less likely,Unchanged,,,,,,,,,,,,,,
2021-11-11 17:45:04,2021-11-11 17:45:47,IP Address,65.112.8.49,8,43,False,2021-11-18 17:45:49,R_3exf91C8NtW9N8f,,,,,,,anonymous,EN,1,Never,Only now and then,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11 17:49:10,2021-11-11 17:49:28,IP Address,174.192.145.98,69,18,False,2021-11-18 17:49:29,R_1q7Llcjcbapw3zB,,,,,,,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11 17:52:24,2021-11-11 17:53:31,IP Address,38.13.14.173,81,67,False,2021-11-18 17:53:32,R_3scDvxR47JSsfKT,,,,,,,anonymous,EN,1,Never,Only now and then,No,,,,,,,,,,,,,Unchanged,Somewhat more likely,Much less likely,,,,,,,,
2021-11-11 17:52:34,2021-11-11 17:55:13,IP Address,107.115.17.117,69,158,False,2021-11-18 17:55:18,R_25HkZnKlNnviGsA,,,,,,,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11 18:05:38,2021-11-11 18:06:17,IP Address,65.112.8.19,8,39,False,2021-11-18 18:06:22,R_3phd5orXHODoRTD,,,,,,,anonymous,EN,0.89999997615814208984375,Rarely,Most of the time,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-18 18:35:20,2021-11-18 18:36:22,IP Address,65.112.8.50,100,62,True,2021-11-18 18:36:23,R_1KeaM0s6TchofBP,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,Much more likely,Unchanged,Unchanged,,,,,,,,,,,,,Single,White,Male,Somewhat Conservative,8.1
2021-11-11 18:40:26,2021-11-11 18:40:40,IP Address,65.112.8.26,8,14,False,2021-11-18 18:40:41,R_OwhthT4sRG2j4k1,,,,,,,anonymous,EN,0.89999997615814208984375,Never,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-18 18:46:21,2021-11-18 18:47:17,IP Address,65.112.8.22,100,55,True,2021-11-18 18:47:17,R_3nU7KakZ721LZ26,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Sometimes,Most of the time,No,,,,,,,,,,,,,Much more likely,Much less likely,Somewhat less likely,,,,Single,Hispanic,Male,Very Conservative,6.7
2021-11-11 18:51:32,2021-11-11 18:51:51,IP Address,65.112.8.24,69,18,False,2021-11-18 18:51:51,R_3CJkX2wPo3HzVod,,,,,,,anonymous,EN,0.89999997615814208984375,Never,Most of the time,No,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11 19:03:59,2021-11-11 19:04:21,IP Address,107.115.17.129,69,22,False,2021-11-18 19:04:24,R_2woDFakGmibtrfO,,,,,,,anonymous,EN,0.89999997615814208984375,Never,Most of the time,No,,,,,,,,,,,,,,,,,,,,,,,
2021-11-18 19:09:03,2021-11-18 19:10:01,IP Address,65.112.8.61,100,58,True,2021-11-18 19:10:01,R_1NggloyB2MbFksi,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,,,,,,,,,,Much less likely,Much more likely,Much less likely,,,,In an exclusive relationship,White,Female,Very Liberal,8.5
2021-11-11 19:17:51,2021-11-11 19:18:12,IP Address,65.112.8.18,69,20,False,2021-11-18 19:18:13,R_2B51uZ2eQ5f2kUE,,,,,,,anonymous,EN,0.89999997615814208984375,Never,Some of the time,No,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11 19:16:09,2021-11-11 19:20:53,IP Address,65.112.8.21,69,283,False,2021-11-18 19:20:56,R_2UYsfd83cUiu6R4,,,,,,,anonymous,EN,1,Rarely,Only now and then,No,,,,,,,,,,,,,,,,,,,,,,,
2021-11-18 19:37:34,2021-11-18 19:41:43,IP Address,65.112.8.60,100,249,True,2021-11-18 19:41:43,R_3m8jLOQmtBzzPtx,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Rarely,Some of the time,Yes,,,,,,,,,,Much more likely,Much less likely,Much less likely,,,,,,,Single,Black or African American,Female,Very Liberal,10
2021-11-11 20:01:24,2021-11-11 20:02:17,IP Address,65.112.8.26,8,53,False,2021-11-18 20:02:23,R_2wo7atLvx0g5mic,,,,,,,anonymous,EN,0.89999997615814208984375,Never,Hardly at all,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11 20:00:27,2021-11-11 20:02:55,IP Address,65.112.8.30,81,148,False,2021-11-18 20:02:55,R_sLQ7VjNnrmOjhK1,,,,,,,anonymous,EN,1,Rarely,Only now and then,,Much less likely,Unchanged,Unchanged,,,,,,,,,,,,,,,,,,,,
2021-11-11 20:35:24,2021-11-11 20:36:16,IP Address,65.112.8.26,81,51,False,2021-11-18 20:36:18,R_1FLdwZySlZMR10G,,,,,,,anonymous,EN,0.89999997615814208984375,Sometimes,Only now and then,Yes,,,,,,,,,,,,,Unchanged,Much less likely,Much more likely,,,,,,,,
2021-11-18 20:45:22,2021-11-18 20:46:09,IP Address,65.112.8.27,100,46,True,2021-11-18 20:46:09,R_UuRybhpUW3GPnAR,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,,,,,,,Somewhat more likely,Much less likely,Much more likely,In an exclusive relationship,White,Female,Somewhat Liberal,8
2021-11-11 21:13:50,2021-11-11 21:14:39,IP Address,65.112.8.57,81,48,False,2021-11-18 21:14:40,R_2ZVlRhfNwHujsTC,,,,,,,anonymous,EN,0.89999997615814208984375,Never,Some of the time,No,,,,Much less likely,Somewhat more likely,Unchanged,,,,,,,,,,,,,,,,,
2021-11-18 21:46:56,2021-11-18 21:47:59,IP Address,65.112.8.21,100,63,True,2021-11-18 21:47:59,R_2urebL7lqjrgXRp,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Rarely,Most of the time,Yes,,,,Unchanged,Unchanged,Much more likely,,,,,,,,,,,,,Single,Asian/Pacific Islander,Male,Somewhat Liberal,7
2021-11-11 22:24:32,2021-11-11 22:24:47,IP Address,65.112.8.24,8,15,False,2021-11-18 22:24:53,R_3khxwi8AYTyTnnk,,,,,,,anonymous,EN,0.89999997615814208984375,Never,Only now and then,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11 23:30:16,2021-11-11 23:31:39,IP Address,185.187.243.145,81,82,False,2021-11-18 23:31:42,R_2xJ2l9mqu2PIJXW,,,,,,,anonymous,EN,0.89999997615814208984375,Very often,Most of the time,Yes,,,,,,,,,,,,,Somewhat less likely,Much more likely,Much less likely,,,,,,,,
2021-11-19 07:23:01,2021-11-19 07:23:46,IP Address,65.112.8.31,100,44,True,2021-11-19 07:23:46,R_1PRwq0N063v6h7U,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,No,,,,,,,Much more likely,Much less likely,Much less likely,,,,,,,,,,Single,White,Female,Very Liberal,8
2021-11-12 08:16:56,2021-11-12 08:17:40,IP Address,65.112.8.61,69,43,False,2021-11-19 08:17:43,R_2bOB08M090GTB0o,,,,,,,anonymous,EN,0.89999997615814208984375,Rarely,Some of the time,Yes,,,,,,,,,,,,,,,,,,,,,,,
2021-11-19 08:58:15,2021-11-19 08:59:14,IP Address,65.112.8.24,100,58,True,2021-11-19 08:59:14,R_20Mfl0RYIL9SQnf,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,Much less likely,Much less likely,Much more likely,,,,,,,,,,,,,,,,In an exclusive relationship,White,Female,Very Liberal,7.2
2021-11-19 09:04:16,2021-11-19 09:07:03,IP Address,65.112.8.54,100,166,True,2021-11-19 09:07:03,R_33j7ES8OkEcRxjG,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Never,Most of the time,No,Much more likely,Much more likely,Somewhat less likely,,,,,,,,,,,,,,,,Other,White,Female,Somewhat Conservative,7.5
2021-11-19 09:35:19,2021-11-19 09:36:21,IP Address,65.112.8.53,100,62,True,2021-11-19 09:36:22,R_2SwcsWp6ZZfHaxY,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Only now and then,Yes,,,,,,,,,,,,,,,,Unchanged,Much less likely,Somewhat more likely,In an exclusive relationship,Other,Female,Somewhat Liberal,4
2021-11-12 10:13:35,2021-11-12 10:13:55,IP Address,65.112.8.50,8,20,False,2021-11-19 10:13:57,R_OkyeCrWIzNzO6xr,,,,,,,anonymous,EN,0.89999997615814208984375,Rarely,Only now and then,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-19 19:31:04,2021-11-19 19:32:32,IP Address,65.112.8.55,100,88,True,2021-11-19 19:32:32,R_AL0erLeDeRx6wvL,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Some of the time,Yes,,,,,,,Much more likely,Much less likely,Somewhat less likely,,,,,,,,,,In an exclusive relationship,White,Female,Very Liberal,2
2021-11-20 18:44:38,2021-11-20 18:45:44,IP Address,65.112.8.59,100,65,True,2021-11-20 18:45:44,R_2czLKhygWdwSWhP,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Most of the time,No,,,,,,,,,,Unchanged,Unchanged,Unchanged,,,,,,,Single,Hispanic,Male,Moderate,6
2021-11-20 18:46:15,2021-11-20 18:47:30,IP Address,172.58.219.154,100,74,True,2021-11-20 18:47:30,R_estdJ8yL2opUutz,,,,,42.356201171875,-71.06310272216796875,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,Much less likely,Unchanged,Somewhat less likely,,,,,,,,,,,,,In an exclusive relationship,White,Male,Very Liberal,8.2
2021-11-20 18:48:21,2021-11-20 18:48:54,IP Address,65.112.8.29,100,33,True,2021-11-20 18:48:54,R_UMHWdltn8JVQB0d,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Most of the time,Yes,,,,,,,,,,,,,,,,Somewhat less likely,Much less likely,Somewhat more likely,In an exclusive relationship,White,Male,Very Liberal,
2021-11-20 18:48:12,2021-11-20 18:50:40,IP Address,98.10.36.196,100,147,True,2021-11-20 18:50:40,R_3pbRPGe0jPHC679,,,,,43.0800933837890625,-77.6342010498046875,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,,,,Somewhat less likely,Somewhat more likely,Much less likely,,,,Single,Black or African American,Male,Somewhat Liberal,7
2021-11-20 18:51:29,2021-11-20 18:52:36,IP Address,104.222.28.89,100,66,True,2021-11-20 18:52:36,R_2PtnBBDyH1N82En,,,,,32.2698974609375,-110.98529815673828125,anonymous,EN,0.89999997615814208984375,Never,Only now and then,No,,,,,,,,,,Much more likely,Somewhat more likely,Much less likely,,,,,,,Other,White,Female,Very Liberal,7
2021-11-20 19:05:06,2021-11-20 19:05:50,IP Address,65.112.8.27,100,44,True,2021-11-20 19:05:51,R_2ZPjcjsj4XR1Eby,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Most of the time,No,,,,,,,Unchanged,Somewhat less likely,Somewhat more likely,,,,,,,,,,In an exclusive relationship,,,,10
2021-11-20 19:08:45,2021-11-20 19:10:48,IP Address,65.112.8.59,100,123,True,2021-11-20 19:10:49,R_3PM0hcjorilZ48K,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Some of the time,No,,,,Somewhat less likely,Unchanged,Unchanged,,,,,,,,,,,,,In an exclusive relationship,White,Male,Somewhat Liberal,7
2021-11-20 19:11:02,2021-11-20 19:11:52,IP Address,65.112.8.22,100,49,True,2021-11-20 19:11:52,R_3pi3Bp7TsXeiOwK,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Sometimes,Most of the time,Yes,,,,,,,,,,,,,Much less likely,Much more likely,Much less likely,,,,Single,White,Female,Very Liberal,6.1
2021-11-20 19:12:11,2021-11-20 19:13:08,IP Address,65.112.8.61,100,57,True,2021-11-20 19:13:08,R_CdKkZaXDKw1zNYJ,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Only now and then,Yes,Much less likely,Unchanged,Unchanged,,,,,,,,,,,,,,,,Single,Asian/Pacific Islander,Female,Somewhat Liberal,5
2021-11-20 20:13:16,2021-11-20 20:13:59,IP Address,65.112.8.53,100,42,True,2021-11-20 20:13:59,R_1Gwbg8kEa0YhIP1,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Sometimes,Most of the time,No,,,,Much more likely,Somewhat less likely,Much more likely,,,,,,,,,,,,,Single,White,Male,Somewhat Conservative,
2021-11-20 20:40:54,2021-11-20 20:42:07,IP Address,65.112.8.54,100,72,True,2021-11-20 20:42:07,R_2rG9niMwXEEk3m5,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Never,Most of the time,Yes,,,,,,,,,,,,,,,,Somewhat less likely,Much less likely,Much more likely,Single,Asian/Pacific Islander,Female,Very Liberal,1.8
2021-11-20 20:47:13,2021-11-20 20:48:21,IP Address,174.242.67.219,100,68,True,2021-11-20 20:48:22,R_TtntkukPd3yvD1f,,,,,42.34979248046875,-71.07649993896484375,anonymous,EN,0.4000000059604644775390625,Never,Hardly at all,No,,,,,,,,,,,,,Somewhat more likely,Somewhat more likely,Much less likely,,,,In an exclusive relationship,White,Female,Somewhat Liberal,8
2021-11-20 21:35:26,2021-11-20 21:36:18,IP Address,107.77.225.228,100,52,True,2021-11-20 21:36:18,R_1LdIGdt3XNJACN2,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,0.89999997615814208984375,Never,Some of the time,No,,,,,,,,,,Much less likely,Somewhat more likely,Somewhat more likely,,,,,,,Single,White,Male,Somewhat Conservative,6.5
2021-11-21 08:48:15,2021-11-21 08:49:11,IP Address,132.162.82.119,100,56,True,2021-11-21 08:49:12,R_2TAGqlrAnSPz46f,,,,,41.2924957275390625,-82.21900177001953125,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,,,,,,,Somewhat less likely,Much less likely,Much more likely,Single,White,Non-binary,Very Liberal,4
2021-11-21 10:04:09,2021-11-21 10:04:55,IP Address,65.112.8.23,100,45,True,2021-11-21 10:04:55,R_3lKR1S043lfLiiR,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Rarely,Some of the time,Yes,,,,,,,,,,Much more likely,Much more likely,Much less likely,,,,,,,In an exclusive relationship,Asian/Pacific Islander,Female,Somewhat Liberal,7
2021-11-21 12:24:24,2021-11-21 12:25:42,IP Address,73.4.154.87,100,77,True,2021-11-21 12:25:43,R_1JL9v4Ftp0qCqWM,,,,,42.37969970703125,-71.10340118408203125,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,Much more likely,Much less likely,Much less likely,,,,,,,,,,In an exclusive relationship,White,Female,Very Liberal,6.1
2021-11-21 14:39:56,2021-11-21 14:40:54,IP Address,64.64.117.199,100,58,True,2021-11-21 14:40:54,R_1QufrJERNEfob9v,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.89999997615814208984375,Never,Some of the time,No,,,,Unchanged,Unchanged,Unchanged,,,,,,,,,,,,,Single,,Male,Somewhat Conservative,5
2021-11-14 17:35:43,2021-11-14 17:37:37,IP Address,65.112.8.53,81,113,False,2021-11-21 17:37:41,R_3JeGH5TqCzMVPFJ,,,,,,,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,Much less likely,Much more likely,Somewhat more likely,,,,,,,,,,,,,,,,,,,,
2021-11-14 17:52:57,2021-11-14 17:53:09,IP Address,65.112.8.28,69,12,False,2021-11-21 17:53:11,R_1QiTBxUPvLXnsFC,,,,,,,anonymous,EN,0.89999997615814208984375,Never,Some of the time,Yes,,,,,,,,,,,,,,,,,,,,,,,
2021-11-14 18:03:32,2021-11-14 18:04:43,IP Address,65.112.8.20,81,71,False,2021-11-21 18:04:46,R_3e38hHguIZomGSO,,,,,,,anonymous,EN,0.89999997615814208984375,Never,Most of the time,Yes,,,,,,,,,,,,,,,,Somewhat more likely,Somewhat less likely,Unchanged,,,,,
2021-11-14 17:42:36,2021-11-14 18:08:49,IP Address,107.77.224.73,8,1572,False,2021-11-21 18:08:49,R_1ptVPOtegydj3d5,,,,,,,anonymous,EN,0.89999997615814208984375,Never,Some of the time,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-14 18:07:22,2021-11-14 18:14:18,IP Address,65.112.8.19,69,416,False,2021-11-21 18:14:20,R_ST5ERHgFdhjwAFz,,,,,,,anonymous,EN,0.89999997615814208984375,Rarely,Only now and then,No,,,,,,,,,,,,,,,,,,,,,,,
2021-11-21 19:01:22,2021-11-21 19:02:24,IP Address,65.112.8.18,100,61,True,2021-11-21 19:02:24,R_2cBGgN6eWjzFjLd,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,1,Sometimes,Most of the time,Yes,Much less likely,Somewhat less likely,Much more likely,,,,,,,,,,,,,,,,Single,Asian/Pacific Islander,Female,Very Liberal,8
2021-11-14 19:58:49,2021-11-14 19:59:15,IP Address,65.112.8.21,8,25,False,2021-11-21 19:59:16,R_290pXHWfhR3ymcq,,,,,,,anonymous,EN,0.89999997615814208984375,Never,Only now and then,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-14 21:01:09,2021-11-14 21:01:29,IP Address,73.149.22.192,69,19,False,2021-11-21 21:01:33,R_3h9KG1fOX0Y98Ge,,,,,,,anonymous,EN,1,Never,Most of the time,Yes,,,,,,,,,,,,,,,,,,,,,,,
2021-11-22 08:00:22,2021-11-22 08:01:08,IP Address,174.242.72.93,100,46,True,2021-11-22 08:01:08,R_1r6udyvCGhqpJrR,,,,,42.376800537109375,-71.06109619140625,anonymous,EN,1,Never,Some of the time,No,,,,,,,,,,,,,Much more likely,Unchanged,Much less likely,,,,Single,White,Female,Somewhat Liberal,7.5
2021-11-22 09:12:53,2021-11-22 09:13:26,IP Address,65.112.8.21,100,33,True,2021-11-22 09:13:26,R_2TYqz6taE8tFEpq,,,,,42.3737030029296875,-71.1284027099609375,anonymous,EN,0.89999997615814208984375,Sometimes,Most of the time,Yes,,,,Much less likely,Unchanged,Much less likely,,,,,,,,,,,,,Single,Asian/Pacific Islander,Female,Somewhat Liberal,
